JAAR,GEMEENTE,PROVINCIE,howmuch,temp,district
1871,Amsterdam,Noord-Holland,1,1850,Amsterdam
1871,Delfzijl,Groningen,1,1850,Appingedam
1871,Den Haag,Zuid-Holland,2,1850,Den Haag
1871,Harlingen,Friesland,1,1850,Leeuwarden
1871,Heerenveen,Friesland,1,1850,NA
1871,Hoorn,Noord-Holland,1,1850,Hoorn
1871,Loppersum,Groningen,1,1850,Appingedam
1871,Rotterdam,Zuid-Holland,1,1850,Rotterdam
1871,Vlaardingen,Zuid-Holland,2,1850,Delft
1871,Weststellingwerd,Friesland,1,1850,NA
1872,Almelo,Overijssel,1,1850,Almelo
1872,Amsterdam,Noord-Holland,5,1850,Amsterdam
1872,Arnhem,Gelderland,1,1850,Arnhem
1872,Borne,Overijssel,1,1850,Almelo
1872,Delfshaven,Zuid-Holland,1,1850,Delft
1872,Den Haag,Zuid-Holland,2,1850,Den Haag
1872,Dordrecht,Zuid-Holland,1,1850,Dordrecht
1872,Enschede,Overijssel,2,1850,Almelo
1872,Gramsbergen,Overijssel,1,1850,Almelo
1872,Heerenveen,Friesland,1,1850,NA
1872,Hellendoorn,Overijssel,1,1850,Zwolle
1872,Leeuwarden,Friesland,1,1850,Leeuwarden
1872,Leiden,Zuid-Holland,1,1850,Leiden
1872,Lemsterland,Friesland,1,1850,Sneek
1872,Oldemarkt,Overijssel,1,1850,Steenwijk
1872,Rotterdam,Zuid-Holland,4,1850,Rotterdam
1872,Schiedam,Zuid-Holland,1,1850,Delft
1872,Schoonhoven,Zuid-Holland,1,1850,Gouda
1872,Utrecht,Utrecht,3,1850,Utrecht
1872,Veenendaal,Utrecht,1,1850,Amersfoort
1872,Vriezenveen,Overijssel,1,1850,Almelo
1872,Weststellingwerf,Friesland,1,1850,Steenwijk
1872,Wierden,Overijssel,1,1850,Almelo
1872,Woerden,Zuid-Holland,1,1850,Gouda
1872,Zaandam,Noord-Holland,1,1850,Alkmaar
1872,Zwollerkerspel,Overijssel,1,1850,Zwolle
1873,Almelo,Overijssel,3,1850,Almelo
1873,Amsterdam,Noord-Holland,6,1850,Amsterdam
1873,Arnhem,Gelderland,2,1850,Arnhem
1873,Haarlem,Noord-Holland,1,1850,Haarlem
1873,Hengelo,Overijssel,1,1850,Almelo
1873,Hengelo,Overijssel,1,1850,Zutphen
1873,Leiden,Zuid-Holland,1,1850,Leiden
1873,Opsterland,Friesland,2,1850,Sneek
1873,Renkum,Gelderland,2,1850,Arnhem
1873,Weststellingwerf,Friesland,1,1850,Steenwijk
1874,Amsterdam,Noord-Holland,2,1850,Amsterdam
1874,Avereest,Overijssel,1,1850,Zwolle
1874,Den Bosch,Noord-Brabant,1,1850,Den Bosch
1874,Den Haag,Zuid-Holland,1,1850,Den Haag
1874,Eindhoven,Noord-Brabant,1,1850,Eindhoven
1874,Gieten,Drenthe,1,1850,Assen
1874,Groningen,Groningen,1,1850,Groningen
1874,Haskerland,Friesland,1,1850,Sneek
1874,Leiden,Zuid-Holland,1,1850,Leiden
1874,Oldebroek,Gelderland,1,1850,Zwolle
1874,Opsterland,Friesland,2,1850,Sneek
1874,Rotterdam,Zuid-Holland,1,1850,Rotterdam
1874,Ulrum,Groningen,1,1850,Zuidhorn
1874,Utrecht,Utrecht,1,1850,Utrecht
1875,Almelo,Overijssel,2,1850,Almelo
1875,Amsterdam,Noord-Holland,1,1850,Amsterdam
1875,Delfshaven,Zuid-Holland,1,1850,Delft
1875,Haskerland,Friesland,1,1850,Sneek
1875,Opsterland,Friesland,1,1850,Sneek
1875,Vlissingen,Zeeland,1,1850,Middelburg
1875,Vriezenveen,Overijssel,1,1850,Almelo
1876,Amsterdam,Noord-Holland,8,1850,Amsterdam
1876,Enschede,Overijssel,1,1850,Almelo
1876,"Ham, Den",Overijssel,1,1850,NA
1876,Haskerland,Friesland,1,1850,Sneek
1876,Krommenie,Noord-Holland,1,1850,Alkmaar
1876,Leiden,Zuid-Holland,1,1850,Leiden
1876,Lienden,Gelderland,1,1850,Amersfoort
1876,Maastricht,Limburg,1,1850,Maastricht
1876,Opsterland,Friesland,3,1850,Sneek
1876,Reeuwijk,Zuid-Holland,1,1850,Gouda
1876,Rotterdam,Zuid-Holland,1,1850,Rotterdam
1876,Sloten,Noord-Holland,2,1850,Sneek
1876,Sloten,Noord-Holland,2,1850,Haarlem
1876,Zutphen,Gelderland,1,1850,Zutphen
1877,Amsterdam,Noord-Holland,3,1850,Amsterdam
1877,Arnhem,Gelderland,1,1850,Arnhem
1877,Delfshaven,Zuid-Holland,1,1850,Delft
1878,Amsterdam,Noord-Holland,1,1850,Amsterdam
1878,Arnhem,Gelderland,1,1850,Arnhem
1878,Deventer,Overijssel,1,1850,Deventer
1879,Deventer,Overijssel,1,1850,Deventer
1879,Leerdam,Zuid-Holland,1,1850,Gorinchem
1879,Sloten,Noord-Holland,1,1850,Sneek
1879,Sloten,Noord-Holland,1,1850,Haarlem
1880,Bergen op Zoom,Noord-Brabant,1,1850,Breda
1880,Den Haag,Zuid-Holland,2,1850,Den Haag
1880,Deventer,Overijssel,1,1850,Deventer
1880,Eindhoven,Noord-Brabant,1,1850,Eindhoven
1880,Hoorn,Noord-Holland,1,1850,Hoorn
1880,Kampen,Overijssel,1,1850,Zwolle
1880,Leiden,Zuid-Holland,1,1850,Leiden
1880,Liempde,Noord-Brabant,1,1850,Den Bosch
1880,Norg,Drenthe,1,1850,Assen
1880,Opsterland,Friesland,1,1850,Sneek
1880,Sloten,Noord-Holland,1,1850,Sneek
1880,Sloten,Noord-Holland,1,1850,Haarlem
1880,Wonseradeel,Friesland,1,1850,Leeuwarden
1881,Den Haag,Zuid-Holland,1,1850,Den Haag
1881,Lemsterland,Friesland,1,1850,Sneek
1881,Zwolle,Overijssel,1,1850,Zwolle
1882,Den Haag,Zuid-Holland,2,1850,Den Haag
1882,Egmond aan Zee,Noord-Holland,1,1850,Alkmaar
1882,Hoorn,Noord-Holland,1,1850,Hoorn
1882,Leiden,Zuid-Holland,6,1850,Leiden
1882,Noordwijk,Zuid-Holland,1,1850,Haarlem
1882,Odoorn,Drenthe,1,1850,Assen
1882,Vlagtwedde,Groningen,1,1850,Assen
1882,Zaandam,Noord-Holland,1,1850,Alkmaar
1883,Amsterdam,Noord-Holland,2,1850,Amsterdam
1883,Breda,Noord-Brabant,1,1850,Breda
1883,Den Haag,Zuid-Holland,1,1850,Den Haag
1883,Deventer,Overijssel,1,1850,Deventer
1883,Eindhoven,Noord-Brabant,1,1850,Eindhoven
1883,"Ham, Den",Overijssel,1,1850,NA
1883,Heerenveen,Friesland,1,1850,NA
1883,Hilversum,Noord-Holland,1,1850,Amersfoort
1883,Lemsterland,Friesland,1,1850,Sneek
1883,Renkum,Gelderland,1,1850,Arnhem
1883,Rotterdam,Zuid-Holland,2,1850,Rotterdam
1883,Veenendaal,Utrecht,4,1850,Amersfoort
1883,Waalwijk,Noord-Brabant,1,1850,Den Bosch
1883,Westkapelle,Zeeland,1,1850,Middelburg
1883,Weststellingwerf,Friesland,1,1850,Steenwijk
1884,Aalsmeer,Noord-Holland,1,1850,Leiden
1884,Amsterdam,Noord-Holland,1,1850,Amsterdam
1884,Diemen,Noord-Holland,1,1850,Amsterdam
1884,Eindhoven,Noord-Brabant,2,1850,Eindhoven
1884,Leeuwarder,Friesland,3,1850,NA
1884,Maastricht,Limburg,1,1850,Maastricht
1884,Rotterdam,Zuid-Holland,1,1850,Rotterdam
1884,Schiedam,Zuid-Holland,1,1850,Delft
1884,Steenwijk,Overijssel,1,1850,Steenwijk
1884,Valkenswaard,Noord-Brabant,1,1850,Eindhoven
1884,Weststellingwerf,Friesland,1,1850,Steenwijk
1884,Winterswijk,Overijssel,1,1850,Zutphen
1884,Zevenaar,Gelderland,1,1850,Nijmegen
1884,Zevenbergen,Noord-Brabant,1,1850,Tilburg
1885,Amsterdam,Noord-Holland,5,1850,Amsterdam
1885,Den Haag,Zuid-Holland,2,1850,Den Haag
1885,Haskerland,Friesland,1,1850,Sneek
1885,Heerenveen,Friesland,1,1850,NA
1885,Herwen,Groningen,1,1850,NA
1885,Leiden,Zuid-Holland,1,1850,Leiden
1885,Lemsterland,Friesland,1,1850,Sneek
1885,Pernis,Zuid-Holland,1,1850,Dordrecht
1885,Roosendaal,Noord-Brabant,1,1850,Breda
1885,Rotterdam,Zuid-Holland,1,1850,Rotterdam
1885,Vught,Noord-Brabant,1,1850,Den Bosch
1885,Weesperkarspel,Noord-Holland,1,1850,Amersfoort
1885,Weststellingwerf,Friesland,1,1850,Steenwijk
1886,Amsterdam,Noord-Holland,3,1850,Amsterdam
1886,Best,Noord-Brabant,1,1850,Eindhoven
1886,Den Haag,Zuid-Holland,1,1850,Den Haag
1886,Dokkum,Friesland,1,1850,Dokkum
1886,Dongen,Noord-Brabant,1,1850,Tilburg
1886,Doniawerstal,Friesland,1,1850,Sneek
1886,Enschede,Overijssel,1,1850,Almelo
1886,Helmond,Noord-Brabant,1,1850,Eindhoven
1886,Hilversum,Noord-Holland,1,1850,Amersfoort
1886,Maastricht,Limburg,2,1850,Maastricht
1886,Opsterland,Friesland,1,1850,Sneek
1886,Scherpenzeel,Gelderland,1,1850,Amersfoort
1886,Tilburg,Noord-Brabant,1,1850,Tilburg
1886,Weststellingwerf,Friesland,1,1850,Steenwijk
1887,Amsterdam,Noord-Holland,1,1850,Amsterdam
1887,Andel,Noord-Brabant,1,1850,NA
1887,Den Bosch,Noord-Brabant,1,1850,Den Bosch
1887,Den Haag,Zuid-Holland,3,1850,Den Haag
1887,Enschede,Overijssel,1,1850,Almelo
1887,Heerenveen,Friesland,1,1850,NA
1887,Heteren,Gelderland,1,1850,Arnhem
1887,Opsterland,Friesland,2,1850,Sneek
1887,Rotterdam,Zuid-Holland,2,1850,Rotterdam
1887,Stratum,Noord-Brabant,1,1850,Eindhoven
1887,Tilburg,Noord-Brabant,1,1850,Tilburg
1887,Veenendaal,Utrecht,1,1850,Amersfoort
1887,Weststellingwerf,Friesland,1,1850,Steenwijk
1888,Almelo,Overijssel,2,1850,Almelo
1888,Amsterdam,Noord-Holland,1,1850,Amsterdam
1888,Assen,Drenthe,1,1850,Assen
1888,Barradeel,Friesland,1,1850,Leeuwarden
1888,Blankenham,Overijssel,1,1850,Steenwijk
1888,Blerick,Limburg,1,1850,NA
1888,Blokzijl,Overijssel,1,1850,Steenwijk
1888,Den Haag,Zuid-Holland,1,1850,Den Haag
1888,Enschede,Overijssel,1,1850,Almelo
1888,Goor,Overijssel,1,1850,Almelo
1888,Heerenveen,Friesland,4,1850,NA
1888,Helmond,Noord-Brabant,2,1850,Eindhoven
1888,Hoogezand-,Groningen,1,1850,NA
1888,Ooststellingwerf,Friesland,1,1850,Steenwijk
1888,Opsterland,Friesland,2,1850,Sneek
1888,Putten,Gelderland,1,1850,Arnhem
1888,Veendam,Groningen,1,1850,Appingedam
1888,Weststellingwerf,Friesland,1,1850,Steenwijk
1889,Amsterdam,Noord-Holland,9,1888,Amsterdam
1889,Apeldoorn,Gelderland,1,1888,Apeldoorn
1889,Beek,Limburg,1,1888,Sittard
1889,Borger,Drenthe,1,1888,Emmen
1889,Den Bosch,Noord-Brabant,2,1888,Den Bosch
1889,Diepenveen,Overijssel,1,1888,Deventer
1889,Doniawerstal,Friesland,1,1888,Sneek
1889,Eindhoven,Noord-Brabant,1,1888,Eindhoven
1889,Goor,Overijssel,1,1888,Lochem
1889,Haarlemmermeer,Noord-Holland,1,1888,Haarlemmermeer
1889,Hardenberg,Overijssel,1,1888,NA
1889,Haskerland,Friesland,2,1888,Schoterland
1889,Heerenveen,Friesland,2,1888,NA
1889,Helvoirt,Noord-Brabant,1,1888,Waalwijk
1889,Hilversum,Noord-Holland,1,1888,Hilversum
1889,Horst,Limburg,1,1888,Weert
1889,Katwijk,Zuid-Holland,1,1888,Katwijk
1889,Kerkrade,Limburg,1,1888,Gulpen
1889,Klundert,Noord-Brabant,1,1888,Zevenbergen
1889,Krommenie,Noord-Holland,1,1888,Beverwijk
1889,Leiden,Zuid-Holland,1,1888,Leiden
1889,Maarn,Utrecht,2,1888,Amersfoort
1889,Maastricht,Limburg,1,1888,Maastricht
1889,onbekend,Friesland,1,1888,NA
1889,Onstwedde,Groningen,1,1888,Veendam
1889,Ooststelli,Friesland,1,1888,NA
1889,Ooststellingwerf,Friesland,1,1888,Wolvega
1889,Opsterland,Friesland,1,1888,Schoterland
1889,Pekela,Groningen,1,1888,NA
1889,Rotterdam,Zuid-Holland,8,1888,Rotterdam
1889,Sappemeer,Groningen,1,1888,Veendam
1889,Smilde,Drenthe,1,1888,Wolvega
1889,Sneek,Friesland,1,1888,Sneek
1889,Steenwijkerwold,Overijssel,1,1888,Steenwijk
1889,Vlagtwedde,Groningen,1,1888,Veendam
1889,Weststellingwerf,Friesland,2,1888,Wolvega
1889,Wildervank,Groningen,1,1888,Assen
1890,Achtkarspelen,Friesland,1,1888,Bergum
1890,Amsterdam,Noord-Holland,4,1888,Amsterdam
1890,Asten,Noord-Brabant,1,1888,Helmond
1890,Avereest,Overijssel,1,1888,Meppel
1890,"Bildt, Het",Friesland,3,1888,NA
1890,Borger,Drenthe,2,1888,Emmen
1890,Breda,Noord-Brabant,1,1888,Breda
1890,Coevorden,Drenthe,1,1888,Emmen
1890,Culemborg,Gelderland,1,1888,Wijk bij Duurstede
1890,Den Haag,Zuid-Holland,1,1888,Den Haag
1890,Elst,Gelderland,1,1888,Elst
1890,Emmen,Drenthe,4,1888,Emmen
1890,Enschede,Overijssel,4,1888,Enschede
1890,Finsterwolde,Groningen,1,1888,Winschoten
1890,Groningen,Groningen,2,1888,Groningen
1890,Haaften,Gelderland,1,1888,Tiel
1890,Haskerland,Friesland,1,1888,Schoterland
1890,Heerenveen,Friesland,4,1888,NA
1890,Helmond,Noord-Brabant,1,1888,Helmond
1890,Hoogeveen,Drenthe,1,1888,Meppel
1890,Lith,Noord-Brabant,1,1888,Grave
1890,Maastricht,Limburg,1,1888,Maastricht
1890,Midwolda,Groningen,1,1888,Winschoten
1890,Nijmegen,Gelderland,1,1888,Nijmegen
1890,Odoorn,Drenthe,4,1888,Emmen
1890,Onstwedde,Groningen,1,1888,Veendam
1890,Oosterhesselen,Drenthe,1,1888,Emmen
1890,Ooststellingwerf,Friesland,1,1888,Wolvega
1890,Opsterland,Friesland,2,1888,Schoterland
1890,Oss,Noord-Brabant,1,1888,Grave
1890,Rheden,Gelderland,2,1888,Rheden
1890,Rossum,Gelderland,1,1888,Druten
1890,Rotterdam,Zuid-Holland,1,1888,Rotterdam
1890,Sleen,Drenthe,1,1888,Emmen
1890,Smallingerland,Friesland,1,1888,Bergum
1890,Tilburg,Noord-Brabant,2,1888,Tilburg
1890,Uden,Noord-Brabant,1,1888,Veghel
1890,Utrecht,Utrecht,1,1888,Utrecht
1890,Valkenswaard,Noord-Brabant,1,1888,Eindhoven
1890,Veendam,Groningen,2,1888,Veendam
1890,Velsen,Noord-Holland,1,1888,Beverwijk
1890,Vlagtwedde,Groningen,2,1888,Veendam
1890,Wageningen,Gelderland,1,1888,Elst
1890,Weststellingwerf,Friesland,1,1888,Wolvega
1890,Wildervank,Groningen,1,1888,Assen
1891,Almelo,Overijssel,2,1888,Almelo
1891,Amsterdam,Noord-Holland,2,1888,Amsterdam
1891,Arnhem,Gelderland,2,1888,Arnhem
1891,"Bildt, Het",Friesland,1,1888,NA
1891,Borger,Drenthe,1,1888,Emmen
1891,Culemborg,Gelderland,3,1888,Wijk bij Duurstede
1891,Den Haag,Zuid-Holland,1,1888,Den Haag
1891,Dodewaard,Gelderland,1,1888,Tiel
1891,Eindhoven,Noord-Brabant,1,1888,Eindhoven
1891,Emmen,Drenthe,1,1888,Emmen
1891,Enschede,Overijssel,1,1888,Enschede
1891,Groningen,Groningen,2,1888,Groningen
1891,Heerenveen,Friesland,2,1888,NA
1891,Helmond,Noord-Brabant,1,1888,Helmond
1891,Noordbroek,Groningen,1,1888,Winschoten
1891,Ooststellingwerf,Friesland,1,1888,Wolvega
1891,Renkum,Gelderland,1,1888,Elst
1891,Vianen,Zuid-Holland,1,1888,Sliedrecht
1891,Wijk bij Duurstede,Utrecht,1,1888,Wijk bij Duurstede
1891,Wildervank,Groningen,1,1888,Assen
1891,Wilnis,Utrecht,1,1888,Breukelen
1892,Aarle-Rixtel,Noord-Brabant,1,1888,Helmond
1892,Assen,Drenthe,1,1888,Assen
1892,Beverwijk,Noord-Holland,1,1888,Beverwijk
1892,De Lier,Zuid-Holland,1,1888,NA
1892,Delft,Zuid-Holland,1,1888,Delft
1892,Helmond,Noord-Brabant,3,1888,Helmond
1892,Pekela,Groningen,2,1888,NA
1892,Scherpenzeel,Gelderland,1,1888,Ede
1892,Uithuizen,Groningen,1,1888,Appingedam
1892,Usquert,Groningen,1,1888,Appingedam
1892,Velsen,Noord-Holland,1,1888,Beverwijk
1893,Aduard,Groningen,1,1888,Zuidhorn
1893,Amsterdam,Noord-Holland,3,1888,Amsterdam
1893,Assen,Drenthe,1,1888,Assen
1893,Bedum,Friesland,1,1888,Groningen
1893,Beerta,Groningen,1,1888,Winschoten
1893,Borger,Drenthe,2,1888,Emmen
1893,Den Haag,Zuid-Holland,1,1888,Den Haag
1893,Den Helder,Noord-Holland,1,1888,NA
1893,Eindhoven,Noord-Brabant,1,1888,Eindhoven
1893,Havelte,Drenthe,1,1888,Wolvega
1893,Hengelo,Overijssel,1,1888,Enschede
1893,Hengelo,Overijssel,1,1888,Zutphen
1893,Horst,Limburg,1,1888,Weert
1893,Midwolda,Groningen,1,1888,Winschoten
1893,Noordbroek,Groningen,1,1888,Winschoten
1893,Odoorn,Drenthe,2,1888,Emmen
1893,Oss,Noord-Brabant,1,1888,Grave
1893,Pekela,Groningen,2,1888,NA
1893,Rotterdam,Zuid-Holland,1,1888,Rotterdam
1893,Wildervank,Groningen,3,1888,Assen
1893,Zuidbroek,Groningen,2,1888,Winschoten
1893,Zuidhorn,Groningen,1,1888,Zuidhorn
1893,Zuidlaren,Drenthe,1,1888,Assen
1894,Amsterdam,Noord-Holland,28,1888,Amsterdam
1894,Arnhem,Gelderland,3,1888,Arnhem
1894,Borger,Drenthe,1,1888,Emmen
1894,Boxmeer,Noord-Brabant,1,1888,Grave
1894,Breda,Noord-Brabant,1,1888,Breda
1894,Den Haag,Zuid-Holland,2,1888,Den Haag
1894,Doetinchem,Gelderland,1,1888,NA
1894,Dordrecht,Zuid-Holland,1,1888,Dordrecht
1894,Enschede,Overijssel,1,1888,Enschede
1894,Groningen,Groningen,1,1888,Groningen
1894,Haarlem,Noord-Holland,1,1888,Haarlem
1894,Helmond,Noord-Brabant,1,1888,Helmond
1894,Hengelo,Overijssel,1,1888,Enschede
1894,Hengelo,Overijssel,1,1888,Zutphen
1894,Hilversum,Noord-Holland,1,1888,Hilversum
1894,Hoogeveen,Drenthe,2,1888,Meppel
1894,Leiden,Zuid-Holland,3,1888,Leiden
1894,Maastricht,Limburg,1,1888,Maastricht
1894,Montfoort,Utrecht,1,1888,Wijk bij Duurstede
1894,Nijmegen,Gelderland,1,1888,Nijmegen
1894,Odoorn,Drenthe,1,1888,Emmen
1894,Rhenen,Utrecht,1,1888,Ede
1894,Rijssen,Overijssel,2,1888,Almelo
1894,Rotterdam,Zuid-Holland,4,1888,Rotterdam
1894,Sappemeer,Groningen,1,1888,Veendam
1894,Sittard,Limburg,1,1888,Sittard
1894,Sneek,Friesland,1,1888,Sneek
1894,Utrecht,Utrecht,1,1888,Utrecht
1894,Vaals,Limburg,1,1888,Gulpen
1894,Veenendaal,Utrecht,1,1888,Ede
1894,Wedde,Groningen,2,1888,Winschoten
1894,Wildervank,Groningen,1,1888,Assen
1894,Winschoten,Groningen,2,1888,Winschoten
1894,Zutphen,Gelderland,1,1888,Zutphen
1894,Zwolle,Overijssel,1,1888,Zwolle
1895,Amsterdam,Noord-Holland,38,1888,Amsterdam
1895,Boxmeer,Noord-Brabant,1,1888,Grave
1895,Delfzijl,Groningen,1,1888,Appingedam
1895,Den Haag,Zuid-Holland,2,1888,Den Haag
1895,Domburg,Zeeland,1,1888,Middelburg
1895,Doniawerstal,Friesland,1,1888,Sneek
1895,Emmen,Drenthe,1,1888,Emmen
1895,Enschede,Overijssel,3,1888,Enschede
1895,Gorinchem,Zuid-Holland,1,1888,Gorinchem
1895,Haarlem,Noord-Holland,1,1888,Haarlem
1895,Hoogeveen,Drenthe,1,1888,Meppel
1895,Katwijk,Zuid-Holland,1,1888,Katwijk
1895,Leiden,Zuid-Holland,4,1888,Leiden
1895,Lemsterland,Friesland,1,1888,Wolvega
1895,Maastricht,Limburg,5,1888,Maastricht
1895,Middelburg,Zeeland,1,1888,Middelburg
1895,Onbekend,Onbekend / Unknown,1,1888,NA
1895,Onstwedde,Groningen,1,1888,Veendam
1895,Opsterland,Friesland,1,1888,Schoterland
1895,Rotterdam,Zuid-Holland,1,1888,Rotterdam
1895,Terneuzen,Zeeland,1,1888,NA
1895,Tilburg,Noord-Brabant,1,1888,Tilburg
1895,Utrecht,Utrecht,2,1888,Utrecht
1895,Vaals,Limburg,1,1888,Gulpen
1895,Weststellingwerf,Friesland,1,1888,Wolvega
1895,Wormerveer,Noord-Holland,2,1888,Zaandam
1895,Zaandam,Noord-Holland,1,1888,Zaandam
1896,Achtkarspelen,Friesland,1,1888,Bergum
1896,Almelo,Overijssel,3,1888,Almelo
1896,Alphen ad Rijn,Zuid-Holland,1,1888,NA
1896,Amsterdam,Noord-Holland,26,1888,Amsterdam
1896,Arnhem,Gelderland,1,1888,Arnhem
1896,Assen,Drenthe,1,1888,Assen
1896,Barradeel,Friesland,2,1888,Harlingen
1896,Beerta,Groningen,2,1888,Winschoten
1896,Den Haag,Zuid-Holland,1,1888,Den Haag
1896,Deventer,Overijssel,1,1888,Deventer
1896,Dordrecht,Zuid-Holland,1,1888,Dordrecht
1896,Druten,Gelderland,1,1888,Druten
1896,Enschede,Overijssel,2,1888,Enschede
1896,Gieten,Drenthe,3,1888,Assen
1896,Gorinchem,Zuid-Holland,1,1888,Gorinchem
1896,Gouda,Zuid-Holland,1,1888,Gouda
1896,Harlingen,Friesland,1,1888,Harlingen
1896,Heerenveen,Friesland,1,1888,NA
1896,Helmond,Noord-Brabant,3,1888,Helmond
1896,Hengelo,Overijssel,1,1888,Enschede
1896,Hengelo,Overijssel,1,1888,Zutphen
1896,Heteren,Gelderland,1,1888,Elst
1896,Hilversum,Noord-Holland,1,1888,Hilversum
1896,Hoogeveen,Drenthe,1,1888,Meppel
1896,Kampen,Overijssel,1,1888,Kampen
1896,Leeuwarden,Friesland,3,1888,Leeuwarden
1896,Leiden,Zuid-Holland,1,1888,Leiden
1896,Maastricht,Limburg,5,1888,Maastricht
1896,Millingen,Gelderland,1,1888,Nijmegen
1896,Nijmegen,Gelderland,1,1888,Nijmegen
1896,Odoorn,Drenthe,3,1888,Emmen
1896,Opsterland,Friesland,3,1888,Schoterland
1896,Rotterdam,Zuid-Holland,15,1888,Rotterdam
1896,Scherpenzeel,Gelderland,1,1888,Ede
1896,Schiedam,Zuid-Holland,8,1888,Schiedam
1896,Steenwijk,Overijssel,1,1888,Steenwijk
1896,Tilburg,Noord-Brabant,2,1888,Tilburg
1896,Utingeradeel,Friesland,1,1888,Schoterland
1896,Utrecht,Utrecht,1,1888,Utrecht
1896,Vlagtwedde,Groningen,1,1888,Veendam
1896,Westervoort,Gelderland,1,1888,Rheden
1896,Weststellingwerf,Friesland,1,1888,Wolvega
1896,Winschoten,Groningen,2,1888,Winschoten
1896,Zaandam,Noord-Holland,3,1888,Zaandam
1896,Zoutelande,Zeeland,2,1888,Middelburg
1896,Zutphen,Gelderland,1,1888,Zutphen
1896,Zwolle,Overijssel,1,1888,Zwolle
1897,Almelo,Overijssel,14,1888,Almelo
