JAAR,GEMEENTE,PROVINCIE,howmuch,temp,district
1897,Amsterdam,Noord-Holland,34,1888,Amsterdam
1897,Arnhem,Gelderland,1,1888,Arnhem
1897,Asten,Noord-Brabant,1,1888,Helmond
1897,Beerta,Groningen,1,1888,Winschoten
1897,Breda,Noord-Brabant,2,1888,Breda
1897,Bussum,Noord-Holland,1,1888,Hilversum
1897,Cadzand,Zeeland,1,1888,Oostburg
1897,Den Haag,Zuid-Holland,6,1888,Den Haag
1897,Deventer,Overijssel,1,1888,Deventer
1897,Dordrecht,Zuid-Holland,3,1888,Dordrecht
1897,Druten,Gelderland,1,1888,Druten
1897,Enschede,Overijssel,1,1888,Enschede
1897,Ermelo,Gelderland,1,1888,Apeldoorn
1897,Haarlem,Noord-Holland,1,1888,Haarlem
1897,Heerenveen,Friesland,1,1888,NA
1897,Hilversum,Noord-Holland,3,1888,Hilversum
1897,Hoogeveen,Drenthe,1,1888,Meppel
1897,Hoogkerk,Groningen,1,1888,Zuidhorn
1897,Hulst,Zeeland,1,1888,Hontenisse
1897,Kesteren,Gelderland,1,1888,Tiel
1897,Leiden,Zuid-Holland,1,1888,Leiden
1897,Meeden,Groningen,1,1888,Veendam
1897,Meppel,Drenthe,1,1888,Meppel
1897,Neede,Gelderland,1,1888,Lochem
1897,Nieuwolda,Groningen,1,1888,Winschoten
1897,Oud-Beijer,Zuid-Holland,1,1888,NA
1897,Pekela,Groningen,3,1888,NA
1897,Rhenen,Utrecht,1,1888,Ede
1897,Ridderkerk,Zuid-Holland,1,1888,Ridderkerk
1897,Rotterdam,Zuid-Holland,21,1888,Rotterdam
1897,Sappemeer,Groningen,1,1888,Veendam
1897,Scherpenzeel,Gelderland,1,1888,Ede
1897,Smilde,Drenthe,1,1888,Wolvega
1897,Steenwijkerwold,Overijssel,1,1888,Steenwijk
1897,Terneuzen,Zeeland,1,1888,NA
1897,Tiel,Noord-Brabant,1,1888,Tiel
1897,Tilburg,Noord-Brabant,1,1888,Tilburg
1897,Utrecht,Utrecht,5,1888,Utrecht
1897,Vuren,Gelderland,1,1888,Gorinchem
1897,Weesp,Noord-Holland,1,1888,Hilversum
1897,Winschoten,Groningen,1,1888,Winschoten
1897,Wisch,Gelderland,1,1888,Doetinchem
1897,Wormerveer,Noord-Holland,1,1888,Zaandam
1897,Zutphen,Gelderland,1,1888,Zutphen
1897,Zwolle,Overijssel,1,1888,Zwolle
1898,Almelo,Overijssel,2,1897,Almelo
1898,Alphen ad Rijn,Zuid-Holland,1,1897,NA
1898,Amersfoort,Utrecht,1,1897,Amersfoort
1898,Amsterdam,Noord-Holland,21,1897,Amsterdam
1898,Breda,Noord-Brabant,3,1897,Breda
1898,Culemborg,Gelderland,1,1897,Wijk bij Duurstede
1898,De Lier,Zuid-Holland,1,1897,NA
1898,Delft,Zuid-Holland,1,1897,Delft
1898,Den Haag,Zuid-Holland,2,1897,Den Haag
1898,Doniawerstal,Friesland,1,1897,Sneek
1898,Echteld,Gelderland,1,1897,Tiel
1898,Enschede,Overijssel,1,1897,Enschede
1898,Epe,Gelderland,1,1897,Apeldoorn
1898,Finsterwolde,Groningen,1,1897,Winschoten
1898,Gieten,Drenthe,1,1897,Assen
1898,Haarlem,Noord-Holland,1,1897,Haarlem
1898,Haarlemmermeer,Noord-Holland,1,1897,Haarlemmermeer
1898,Haskerland,Friesland,1,1897,Schoterland
1898,Heerenveen,Friesland,1,1897,NA
1898,Hendrik Ido Ambacht,Zuid-Holland,1,1897,NA
1898,Hoogeveen,Drenthe,3,1897,Meppel
1898,Hoogezand-,Groningen,2,1897,NA
1898,Leiden,Zuid-Holland,1,1897,Leiden
1898,Lekkerkerk,Zuid-Holland,1,1897,Gouda
1898,Nijmegen,Gelderland,1,1897,Nijmegen
1898,Obdam,Noord-Holland,1,1897,Enkhuizen
1898,Odoorn,Drenthe,1,1897,Emmen
1898,Oosterhout,Noord-Brabant,1,1897,Oosterhout
1898,Pekela,Groningen,1,1897,NA
1898,Pernis,Zuid-Holland,1,1897,Brielle
1898,Rotterdam,Zuid-Holland,11,1897,Rotterdam
1898,Sneek,Friesland,2,1897,Sneek
1898,Steenwijk,Overijssel,1,1897,Steenwijk
1898,Utrecht,Utrecht,2,1897,Utrecht
1898,Vlagtwedde,Groningen,1,1897,Veendam
1898,Winschoten,Groningen,1,1897,Winschoten
1898,Winterswijk,Overijssel,1,1897,Doetinchem
1898,Zutphen,Gelderland,1,1897,Zutphen
1899,Almelo,Overijssel,3,1897,Almelo
1899,Amsterdam,Noord-Holland,52,1897,Amsterdam
1899,Arnhem,Gelderland,1,1897,Arnhem
1899,Baarn,Utrecht,1,1897,Amersfoort
1899,Bedum,Friesland,1,1897,Hoogezand
1899,Borger,Drenthe,3,1897,Emmen
1899,Breda,Noord-Brabant,2,1897,Breda
1899,Budel,Noord-Brabant,1,1897,Helmond
1899,Delft,Zuid-Holland,2,1897,Delft
1899,Den Haag,Zuid-Holland,5,1897,Den Haag
1899,Deventer,Overijssel,2,1897,Deventer
1899,Dokkum,Friesland,2,1897,Dokkum
1899,Doniawerstal,Friesland,3,1897,Sneek
1899,Dordrecht,Zuid-Holland,1,1897,Dordrecht
1899,Druten,Gelderland,1,1897,Druten
1899,Echteld,Gelderland,1,1897,Tiel
1899,Enschede,Overijssel,3,1897,Enschede
1899,Goor,Overijssel,1,1897,Lochem
1899,Groningen,Groningen,3,1897,Groningen
1899,Haarlem,Noord-Holland,2,1897,Haarlem
1899,Heerenveen,Friesland,2,1897,NA
1899,Hilvarenbeek,Noord-Brabant,1,1897,Tilburg
1899,Hilversum,Noord-Holland,1,1897,Hilversum
1899,Horst,Limburg,1,1897,Weert
1899,Koog ad Zaan,Noord-Holland,2,1897,NA
1899,Leerdam,Zuid-Holland,1,1897,Sliedrecht
1899,Leeuwarden,Friesland,1,1897,Leeuwarden
1899,Leiden,Zuid-Holland,2,1897,Leiden
1899,Lienden,Gelderland,1,1897,Tiel
1899,Meppel,Drenthe,2,1897,Meppel
1899,Nistelrode,Noord-Brabant,1,1897,Grave
1899,Odoorn,Drenthe,1,1897,Emmen
1899,Onbekend,Onbekend / Unknown,1,1897,NA
1899,Opsterland,Friesland,4,1897,Schoterland
1899,Pekela,Groningen,2,1897,NA
1899,Rotterdam,Zuid-Holland,10,1897,Rotterdam
1899,Sappemeer,Groningen,2,1897,Veendam
1899,Scheemda,Groningen,1,1897,Winschoten
1899,Slochteren,Groningen,2,1897,Hoogezand
1899,Smallingerland,Friesland,2,1897,Tietjerksteradeel
1899,Stellendam,Zuid-Holland,1,1897,Zierikzee
1899,Tiel,Noord-Brabant,1,1897,Tiel
1899,Utrecht,Utrecht,1,1897,Utrecht
1899,Veendam,Groningen,1,1897,Veendam
1899,Veenendaal,Utrecht,1,1897,Ede
1899,Velsen,Noord-Holland,1,1897,Beverwijk
1899,Vlagtwedde,Groningen,1,1897,Veendam
1899,Vlissingen,Zeeland,6,1897,Middelburg
1899,Wormerveer,Noord-Holland,1,1897,Zaandam
1899,Zaandam,Noord-Holland,4,1897,Zaandam
1899,Zijpe,Noord-Holland,1,1897,NA
1899,Zutphen,Gelderland,1,1897,Zutphen
1900,Almelo,Overijssel,1,1897,Almelo
1900,Amsterdam,Noord-Holland,60,1897,Amsterdam
1900,Apeldoorn,Gelderland,1,1897,Apeldoorn
1900,Arnhem,Gelderland,4,1897,Arnhem
1900,Asten,Noord-Brabant,1,1897,Helmond
1900,Bedum,Friesland,4,1897,Hoogezand
1900,Bedum,Groningen,1,1897,Hoogezand
1900,Bellingwolde,Groningen,1,1897,Winschoten
1900,Biervliet,Zeeland,1,1897,Oostburg
1900,Bodegraven,Zuid-Holland,1,1897,Bodegraven
1900,Bolsward,Friesland,2,1897,Harlingen
1900,Borger,Drenthe,1,1897,Emmen
1900,Borne,Overijssel,1,1897,Almelo
1900,Boxtel,Noord-Brabant,1,1897,Den Bosch
1900,Breda,Noord-Brabant,3,1897,Breda
1900,Clinge,Zeeland,1,1897,Hontenisse
1900,Delfzijl,Groningen,1,1897,Appingedam
1900,Den Haag,Zuid-Holland,1,1897,Den Haag
1900,Dokkum,Friesland,1,1897,Dokkum
1900,Doniawerstal,Friesland,2,1897,Sneek
1900,Dordrecht,Zuid-Holland,1,1897,Dordrecht
1900,Echteld,Gelderland,1,1897,Tiel
1900,Edam,Noord-Holland,1,1897,Hoorn
1900,Emmen,Drenthe,1,1897,Emmen
1900,Enschede,Overijssel,2,1897,Enschede
1900,Franeker,Friesland,1,1897,Franeker
1900,Groningen,Groningen,1,1897,Groningen
1900,"Ham, den",Overijssel,1,1897,NA
1900,"Ham, Den",Overijssel,2,1897,NA
1900,Harlingen,Friesland,1,1897,Harlingen
1900,Haskerland,Friesland,1,1897,Schoterland
1900,Heerenveen,Friesland,3,1897,NA
1900,Hilversum,Noord-Holland,1,1897,Hilversum
1900,Hoogeveen,Drenthe,2,1897,Meppel
1900,IJlst,Friesland,1,1897,NA
1900,Kerkwijk,Gelderland,1,1897,Druten
1900,Leeuwarden,Friesland,2,1897,Leeuwarden
1900,Leiden,Zuid-Holland,3,1897,Leiden
1900,Lisse,Zuid-Holland,2,1897,Haarlemmermeer
1900,Loenen,Utrecht,1,1897,Breukelen
1900,Loon op Zand,Noord-Brabant,1,1897,Oosterhout
1900,Menaldumadeel,Friesland,3,1897,Franeker
1900,Odoorn,Drenthe,1,1897,Emmen
1900,Oldenzaal,Overijssel,1,1897,Enschede
1900,Ommen,Overijssel,1,1897,NA
1900,Ooststellingwerf,Friesland,1,1897,Weststellingwerf
1900,Opsterland,Friesland,5,1897,Schoterland
1900,Oude-Tonge,Zuid-Holland,1,1897,NA
1900,Overschie,Zuid-Holland,1,1897,Schiedam
1900,Rhenen,Utrecht,3,1897,Ede
1900,Rotterdam,Zuid-Holland,13,1897,Rotterdam
1900,Sleen,Drenthe,2,1897,Emmen
1900,Sneek,Friesland,1,1897,Sneek
1900,Terneuzen,Zeeland,6,1897,NA
1900,Tiel,Noord-Brabant,1,1897,Tiel
1900,Tilburg,Noord-Brabant,1,1897,Tilburg
1900,Utrecht,Utrecht,4,1897,Utrecht
1900,Vlissingen,Zeeland,1,1897,Middelburg
1900,Waalre,Noord-Brabant,1,1897,Helmond
1900,Wamel,Gelderland,1,1897,Druten
1900,Weesp,Noord-Holland,1,1897,Hilversum
1900,Weststellingwerf,Friesland,3,1897,Weststellingwerf
1900,Winschoten,Groningen,2,1897,Winschoten
1900,Winsum,Groningen,1,1897,Zuidhorn
1900,Wormerveer,Noord-Holland,1,1897,Zaandam
1900,Zaandam,Noord-Holland,4,1897,Zaandam
1901,Almelo,Overijssel,1,1897,Almelo
1901,Amsterdam,Noord-Holland,45,1897,Amsterdam
1901,Arnhem,Gelderland,2,1897,Arnhem
1901,Baflo,Groningen,1,1897,Appingedam
1901,Bedum,Friesland,1,1897,Hoogezand
1901,Beerta,Groningen,2,1897,Winschoten
1901,Bergen op Zoom,Noord-Brabant,1,1897,Bergen op Zoom
1901,Borger,Drenthe,1,1897,Emmen
1901,Bussum,Noord-Holland,3,1897,Hilversum
1901,Den Bosch,Noord-Brabant,3,1897,Den Bosch
1901,Den Haag,Zuid-Holland,2,1897,Den Haag
1901,Deventer,Overijssel,1,1897,Deventer
1901,Doetinchem,Gelderland,1,1897,NA
1901,Doniawerstal,Friesland,1,1897,Sneek
1901,Dordrecht,Zuid-Holland,2,1897,Dordrecht
1901,Emmen,Drenthe,3,1897,Emmen
1901,Enschede,Overijssel,3,1897,Enschede
1901,Finsterwolde,Groningen,1,1897,Winschoten
1901,Franeker,Friesland,2,1897,Franeker
1901,Geertruidenberg,Noord-Brabant,1,1897,Zevenbergen
1901,Groningen,Groningen,2,1897,Groningen
1901,Haarlem,Noord-Holland,3,1897,Haarlem
1901,Haarlemmermeer,Noord-Holland,1,1897,Haarlemmermeer
1901,"Ham, Den",Overijssel,1,1897,NA
1901,Haskerland,Friesland,2,1897,Schoterland
1901,Heerenveen,Friesland,1,1897,NA
1901,Heteren,Gelderland,1,1897,Elst
1901,Hoogeveen,Drenthe,2,1897,Meppel
1901,Hoogezand-,Groningen,1,1897,NA
1901,Kantens,Groningen,1,1897,Appingedam
1901,Leek,Groningen,1,1897,Zuidhorn
1901,Leeuwarden,Friesland,1,1897,Leeuwarden
1901,Leiden,Zuid-Holland,1,1897,Leiden
1901,Limmen,Noord-Holland,1,1897,Beverwijk
1901,Lisse,Zuid-Holland,2,1897,Haarlemmermeer
1901,Maastricht,Limburg,1,1897,Maastricht
1901,Meeden,Groningen,1,1897,Veendam
1901,Nieuww-Lekkerland,Zuid-Holland,1,1897,NA
1901,Odoorn,Drenthe,1,1897,Emmen
1901,Oldenzaal,Overijssel,1,1897,Enschede
1901,Ooststelli,Friesland,2,1897,NA
1901,Ooststellingwerf,Friesland,1,1897,Weststellingwerf
1901,Opsterland,Friesland,5,1897,Schoterland
1901,Pekela,Groningen,3,1897,NA
1901,Rijssen,Overijssel,1,1897,Almelo
1901,Rotterdam,Zuid-Holland,15,1897,Rotterdam
1901,Sappemeer,Groningen,1,1897,Veendam
1901,Schiedam,Zuid-Holland,1,1897,Schiedam
1901,Schoten,Noord-Holland,1,1897,Beverwijk
1901,Sneek,Friesland,1,1897,Sneek
1901,Stedum,Groningen,1,1897,Appingedam
1901,Steenwijkerwold,Overijssel,1,1897,Steenwijk
1901,Terneuzen,Zeeland,2,1897,NA
1901,Tietsjerks,Friesland,1,1897,NA
1901,Tilburg,Noord-Brabant,1,1897,Tilburg
1901,Uithuizermeeden,Groningen,1,1897,Appingedam
1901,Utrecht,Utrecht,1,1897,Utrecht
1901,Veendam,Groningen,1,1897,Veendam
1901,Vlagtwedde,Groningen,1,1897,Veendam
1901,Vlissingen,Zeeland,1,1897,Middelburg
1901,Wageningen,Gelderland,1,1897,Elst
1901,Watergraaf,Noord-Holland,1,1897,NA
1901,Westkapelle,Zeeland,1,1897,Middelburg
1901,Weststellingwerf,Friesland,2,1897,Weststellingwerf
1901,Wierden,Overijssel,1,1897,Almelo
1901,Wildervank,Groningen,1,1897,Assen
1901,Winschoten,Groningen,3,1897,Winschoten
1901,Zaandam,Noord-Holland,4,1897,Zaandam
1901,Zandt 't,Groningen,1,1897,NA
1902,Aalten,Gelderland,1,1897,Doetinchem
1902,Alkmaar,Noord-Holland,2,1897,Alkmaar
1902,Almelo,Overijssel,2,1897,Almelo
1902,Amersfoort,Utrecht,3,1897,Amersfoort
1902,Amsterdam,Noord-Holland,64,1897,Amsterdam
1902,Bedum,Friesland,1,1897,Hoogezand
1902,Beerta,Groningen,1,1897,Winschoten
1902,Bladel en,Noord-Brabant,1,1897,NA
1902,Brummen,Gelderland,1,1897,Zutphen
1902,Capelle a/d Ijssel,Zuid-Holland,2,1897,NA
1902,Culemborg,Gelderland,2,1897,Wijk bij Duurstede
1902,Den Haag,Zuid-Holland,7,1897,Den Haag
1902,Deventer,Overijssel,4,1897,Deventer
1902,Druten,Gelderland,1,1897,Druten
1902,Echteld,Gelderland,1,1897,Tiel
1902,Eenrum,Groningen,1,1897,Appingedam
1902,Eindhoven,Noord-Brabant,1,1897,Eindhoven
1902,Emmen,Drenthe,3,1897,Emmen
1902,Enschede,Overijssel,5,1897,Enschede
1902,Giethoorn,Overijssel,1,1897,Steenwijk
1902,Goirle,Noord-Brabant,1,1897,Tilburg
1902,Gouda,Zuid-Holland,1,1897,Gouda
1902,Groningen,Groningen,3,1897,Groningen
1902,Haarlem,Noord-Holland,9,1897,Haarlem
1902,Haarlemmerliede,Noord-Holland,1,1897,Beverwijk
1902,Heerenveen,Friesland,1,1897,NA
1902,Hilversum,Noord-Holland,1,1897,Hilversum
1902,Hoorn,Noord-Holland,1,1897,Hoorn
1902,Huizen,Noord-Holland,1,1897,Hilversum
1902,Kampen,Overijssel,1,1897,Kampen
1902,Langerak,Zuid-Holland,1,1897,Sliedrecht
1902,Leens,Groningen,1,1897,Zuidhorn
1902,Leeuwarden,Friesland,1,1897,Leeuwarden
1902,Leiden,Zuid-Holland,3,1897,Leiden
1902,Meerssen,Limburg,1,1897,Maastricht
1902,Meppel,Drenthe,1,1897,Meppel
1902,Muntendam,Groningen,1,1897,Veendam
1902,Naarden,Noord-Holland,1,1897,Hilversum
1902,Nieuwer Amstel,Noord-Holland,1,1897,NA
1902,Odoorn,Drenthe,2,1897,Emmen
1902,Oldemarkt,Overijssel,1,1897,Steenwijk
1902,Oldenzaal,Overijssel,1,1897,Enschede
1902,Onbekend,Onbekend / Unknown,1,1897,NA
1902,Ooststellingwerf,Friesland,1,1897,Weststellingwerf
1902,Oud-Beijer,Zuid-Holland,2,1897,NA
1902,Renkum,Gelderland,1,1897,Elst
1902,Rosmalen,Noord-Brabant,2,1897,Den Bosch
1902,Rotterdam,Zuid-Holland,10,1897,Rotterdam
1902,Schiedam,Zuid-Holland,4,1897,Schiedam
1902,Sneek,Friesland,1,1897,Sneek
1902,Steenwijk,Overijssel,5,1897,Steenwijk
1902,Steenwijkerwold,Overijssel,1,1897,Steenwijk
1902,Tiel,Noord-Brabant,2,1897,Tiel
1902,Tilburg,Noord-Brabant,2,1897,Tilburg
1902,Utrecht,Utrecht,1,1897,Utrecht
1902,Veendam,Groningen,1,1897,Veendam
1902,Vlagtwedde,Groningen,1,1897,Veendam
1902,Vollenhove,Overijssel,1,1897,NA
1902,Warffum,Groningen,1,1897,Appingedam
1902,Watergraaf,Noord-Holland,1,1897,NA
1902,Wildervank,Groningen,2,1897,Assen
1902,Winterswijk,Overijssel,1,1897,Doetinchem
1902,Zaandam,Noord-Holland,2,1897,Zaandam
1903,Aalten,Gelderland,1,1897,Doetinchem
1903,Almelo,Overijssel,1,1897,Almelo
1903,Amersfoort,Utrecht,3,1897,Amersfoort
1903,Ammerstol,Zuid-Holland,1,1897,Bodegraven
1903,Amsterdam,Noord-Holland,79,1897,Amsterdam
1903,Anloo,Drenthe,2,1897,NA
1903,Apeldoorn,Gelderland,1,1897,Apeldoorn
1903,Arnhem,Gelderland,4,1897,Arnhem
1903,Assen,Drenthe,1,1897,Assen
1903,Beemster,Noord-Holland,1,1897,Hoorn
1903,Bergeyk,Noord-Holland,1,1897,Eindhoven
1903,Bloemendaal,Noord-Holland,1,1897,Beverwijk
1903,Borger,Drenthe,2,1897,Emmen
1903,Borne,Overijssel,3,1897,Almelo
1903,Breda,Noord-Brabant,5,1897,Breda
1903,Brummen,Gelderland,1,1897,Zutphen
1903,Capelle a/d Ijssel,Zuid-Holland,1,1897,NA
1903,Den Bosch,Noord-Brabant,1,1897,Den Bosch
1903,Den Haag,Zuid-Holland,7,1897,Den Haag
1903,Deventer,Overijssel,2,1897,Deventer
1903,Emmen,Drenthe,1,1897,Emmen
1903,Enschede,Overijssel,5,1897,Enschede
1903,Gasselte,Drenthe,1,1897,Assen
1903,Goirle,Noord-Brabant,1,1897,Tilburg
1903,Groningen,Groningen,8,1897,Groningen
1903,Haarlem,Noord-Holland,10,1897,Haarlem
1903,Harlingen,Friesland,1,1897,Harlingen
1903,Helmond,Noord-Brabant,1,1897,Helmond
1903,Hengelo,Overijssel,1,1897,Enschede
1903,Hengelo,Overijssel,1,1897,Zutphen
1903,Hilversum,Noord-Holland,4,1897,Hilversum
1903,Kampen,Overijssel,1,1897,Kampen
1903,Leende,Noord-Brabant,1,1897,Helmond
1903,Leeuwarden,Friesland,2,1897,Leeuwarden
1903,Leiden,Zuid-Holland,4,1897,Leiden
1903,Lemsterland,Friesland,1,1897,Weststellingwerf
1903,Loon op Zand,Noord-Brabant,1,1897,Oosterhout
1903,Maassluis,Zuid-Holland,1,1897,Loosduinen
1903,Maurik,Noord-Brabant,1,1897,Tiel
1903,Meppel,Drenthe,1,1897,Meppel
1903,Naaldwijk,Zuid-Holland,1,1897,Loosduinen
1903,Nijmegen,Gelderland,1,1897,Nijmegen
1903,Oisterwijk,Noord-Brabant,1,1897,Tilburg
1903,Oldemarkt,Overijssel,1,1897,Steenwijk
1903,Opsterland,Friesland,1,1897,Schoterland
1903,Oudenbosch,Noord-Brabant,1,1897,Zevenbergen
1903,Pekela,Groningen,2,1897,NA
1903,Renkum,Gelderland,1,1897,Elst
1903,Roosendaal,Noord-Brabant,1,1897,Bergen op Zoom
1903,Rotterdam,Zuid-Holland,15,1897,Rotterdam
1903,Sappemeer,Groningen,4,1897,Veendam
1903,Slochteren,Groningen,1,1897,Hoogezand
1903,Steenwijk,Overijssel,1,1897,Steenwijk
1903,Termunten,Groningen,1,1897,Winschoten
1903,Terneuzen,Zeeland,1,1897,NA
1903,Tiel,Noord-Brabant,1,1897,Tiel
1903,Tietjerksteradeel,Friesland,1,1897,Tietjerksteradeel
1903,Utrecht,Utrecht,4,1897,Utrecht
1903,Veenendaal,Utrecht,1,1897,Ede
1903,Velsen,Noord-Holland,3,1897,Beverwijk
1903,Vianen,Zuid-Holland,1,1897,Sliedrecht
1903,Vlaardingen,Zuid-Holland,1,1897,Schiedam
1903,Vlagtwedde,Groningen,1,1897,Veendam
1903,Voorburg,Zuid-Holland,1,1897,Loosduinen
1903,Waalwijk,Noord-Brabant,1,1897,Waalwijk
1903,Wildervank,Groningen,3,1897,Assen
1903,Winschoten,Groningen,1,1897,Winschoten
1903,Zaandam,Noord-Holland,6,1897,Zaandam
1903,Zaandijk,Noord-Holland,1,1897,Zaandam
1903,Zutphen,Gelderland,3,1897,Zutphen
1904,Almelo,Overijssel,2,1897,Almelo
1904,Amsterdam,Noord-Holland,27,1897,Amsterdam
1904,Arnhem,Gelderland,4,1897,Arnhem
1904,Baarn,Utrecht,1,1897,Amersfoort
1904,Barradeel,Friesland,1,1897,Harlingen
1904,Bedum,Groningen,1,1897,Hoogezand
1904,Beemster,Noord-Holland,1,1897,Hoorn
1904,Beerta,Groningen,2,1897,Winschoten
1904,Borculo,Gelderland,1,1897,Lochem
1904,Borger,Drenthe,2,1897,Emmen
1904,Brummen,Gelderland,1,1897,Zutphen
1904,Delfzijl,Groningen,1,1897,Appingedam
1904,Den Haag,Zuid-Holland,6,1897,Den Haag
1904,Deventer,Overijssel,4,1897,Deventer
1904,Doetinchem,Gelderland,2,1897,NA
1904,Dordrecht,Zuid-Holland,1,1897,Dordrecht
1904,Ede,Gelderland,1,1897,Ede
1904,Emmen,Drenthe,1,1897,Emmen
1904,Enschede,Overijssel,1,1897,Enschede
1904,Finsterwolde,Groningen,2,1897,Winschoten
1904,Gasselte,Drenthe,1,1897,Assen
1904,Goirle,Noord-Brabant,2,1897,Tilburg
1904,Gouda,Zuid-Holland,1,1897,Gouda
1904,Groningen,Groningen,11,1897,Groningen
1904,Haarlem,Noord-Holland,2,1897,Haarlem
1904,Haarlemmermeer,Noord-Holland,1,1897,Haarlemmermeer
1904,Heerenveen,Friesland,2,1897,NA
1904,Helmond,Noord-Brabant,2,1897,Helmond
1904,Hilvarenbeek,Noord-Brabant,1,1897,Tilburg
1904,Hilversum,Noord-Holland,1,1897,Hilversum
1904,Hoogezand-,Groningen,1,1897,NA
1904,Kampen,Overijssel,1,1897,Kampen
1904,Leiden,Zuid-Holland,1,1897,Leiden
1904,Meeden,Groningen,1,1897,Veendam
1904,Naarden,Noord-Holland,1,1897,Hilversum
1904,Nijmegen,Gelderland,1,1897,Nijmegen
1904,Odoorn,Drenthe,1,1897,Emmen
1904,Oldenzaal,Overijssel,1,1897,Enschede
1904,Opsterland,Friesland,1,1897,Schoterland
1904,Oud-Beijer,Zuid-Holland,1,1897,NA
1904,Pekela,Groningen,2,1897,NA
1904,Purmerend,Noord-Holland,1,1897,Hoorn
1904,Raamsdonk,Noord-Brabant,1,1897,Zevenbergen
1904,Rijswijk,Zuid-Holland,2,1897,Gorinchem
1904,Rijswijk,Zuid-Holland,2,1897,Loosduinen
1904,Rotterdam,Zuid-Holland,5,1897,Rotterdam
1904,Sappemeer,Groningen,1,1897,Veendam
1904,Sloten,Noord-Holland,1,1897,Sneek
